Name,Danger,Magician level,Remarks,Scores,Absenses,Lupin coef,Quidditch,Disease,Beans,Teacher,StickLevel,Volan-De-Mort
Goyle,29,3,15,2,32,0.97,0,0.37,4,Mcgonagall,1,8
Hermiona,30,8,29,2,0,2.93,0,0.38,4,Hagrid,4,8
George,44,3,15,2,43,1.3,5,0.53,4,Lupin,3,4
George,42,8,11,2,39,2.2,9,0.57,4,Snape,4,6
Fred,20,8,12,2,21,0.89,8,0.37,4,Trelawney,4,9
Crabbe,23,9,6,2,33,0.64,0,0.27,4,Trelawney,3,4
Ron,48,12,0,1,24,1.19,20,0.74,2,Dumbledore,4,6
George,41,1,0,2,28,0.0,20,0.68,4,Dumbledore,1,7
Hermiona,35,2,26,2,0,1.69,0,0.38,4,Mcgonagall,2,3
Hermiona,28,3,23,2,0,0.71,0,0.38,4,Trelawney,1,10
Ginny,4,8,27,3,39,2.31,27,0.39,3,Snape,4,8
Crabbe,25,9,0,2,27,0.55,0,0.27,4,Hagrid,3,2
Ron,46,4,19,1,43,1.62,39,0.93,2,Lupin,4,8
Sedric,36,9,7,2,21,0.94,23,0.67,4,Trelawney,3,8
Draco,17,3,0,2,12,0.61,10,0.32,4,Dumbledore,3,5
Draco,13,6,1,2,13,0.5,9,0.31,4,Lupin,2,9
Ron,45,3,15,1,39,1.32,35,0.89,2,Snape,3,9
Hermiona,29,1,26,2,0,1.21,0,0.38,4,Mcgonagall,1,9
Sedric,35,1,7,2,21,0.92,23,0.67,4,Trelawney,1,9
Fred,20,4,4,2,13,0.67,16,0.45,4,Lupin,2,9
Fred,24,3,23,2,32,2.07,3,0.32,4,Sprout,3,5
Crabbe,21,3,0,2,27,0.0,0,0.27,4,Hagrid,1,6
Fred,21,2,0,2,9,0.0,20,0.49,4,Dumbledore,1,8
Crabbe,22,2,14,2,41,0.0,0,0.27,4,Lupin,1,5
Crabbe,26,12,0,2,27,1.08,0,0.27,4,Dumbledore,4,1
Goyle,29,2,22,2,39,0.71,0,0.37,4,Snape,2,8
Sedric,40,2,29,2,43,1.91,1,0.45,4,Lupin,2,4
Harry,47,1,16,0,27,0.0,26,0.77,0,Hagrid,1,4
Ron,48,2,22,1,46,0.0,42,0.96,2,Sprout,1,6
Sedric,37,3,7,2,21,0.97,23,0.67,4,Trelawney,1,7
Hermiona,36,3,19,2,0,0.0,0,0.38,4,Snape,1,2
Fred,27,1,0,2,9,0.0,20,0.49,4,Dumbledore,1,2
George,40,6,4,2,32,1.22,16,0.64,4,Mcgonagall,2,8
Harry,0,4,6,0,17,0.0,16,0.17,0,Snape,2,1
Sedric,34,3,0,2,14,0.47,30,0.74,4,Dumbledore,1,10
Sedric,37,3,28,2,42,0.9,2,0.46,4,Sprout,1,7
Goyle,36,1,4,2,21,0.55,0,0.37,4,Trelawney,1,1
Goyle,27,9,10,2,27,1.63,0,0.37,4,Hagrid,3,10
Ginny,9,9,9,3,21,0.97,9,0.21,3,Trelawney,3,3
Harry,45,3,9,0,20,0.0,19,0.7,0,Mcgonagall,1,6
George,46,2,29,2,57,2.08,9,0.57,4,Hagrid,2,2
George,40,3,23,2,51,2.77,3,0.51,4,Trelawney,3,8
Sedric,40,2,12,2,26,0.72,18,0.62,4,Mcgonagall,2,4
Fred,26,2,0,2,9,0.36,20,0.49,4,Snape,2,3
Harry,45,4,0,0,11,0.0,10,0.61,0,Dumbledore,2,6
Sedric,34,2,29,2,43,2.26,1,0.45,4,Lupin,2,10
Ginny,7,12,27,3,39,2.53,27,0.39,3,Snape,4,5
Harry,42,8,9,0,20,0.0,19,0.7,0,Mcgonagall,4,9
Fred,25,2,0,2,9,0.69,20,0.49,4,Snape,2,4
Ron,48,3,3,1,27,0.56,23,0.77,2,Hagrid,3,6
Sedric,38,9,28,2,42,2.9,2,0.46,4,Sprout,3,6
George,39,9,0,2,28,0.86,20,0.68,4,Dumbledore,3,9
Harry,42,2,9,0,20,0.0,19,0.7,0,Mcgonagall,1,9
Draco,12,4,9,2,21,0.58,1,0.23,4,Trelawney,2,10
Sedric,42,3,13,2,27,1.21,17,0.61,4,Hagrid,3,2
Fred,23,4,12,2,21,0.97,8,0.37,4,Trelawney,2,6
Crabbe,26,6,0,2,27,0.93,0,0.27,4,Hagrid,3,1
Sedric,36,6,12,2,26,0.67,18,0.62,4,Mcgonagall,2,8
Ginny,4,8,9,3,21,0.97,9,0.21,3,Trelawney,4,8
Sedric,41,2,5,2,19,0.64,25,0.69,4,Snape,2,3
Ron,45,3,27,1,51,0.79,47,1.01,2,Trelawney,3,9
Draco,20,6,10,2,22,0.83,0,0.22,4,Mcgonagall,2,2
Sedric,41,6,5,2,19,1.65,25,0.69,4,Snape,2,3
Ginny,5,3,4,3,16,0.59,4,0.16,3,Sprout,3,7
Harry,44,6,0,0,11,0.0,10,0.61,0,Dumbledore,2,7
Hermiona,37,12,23,2,0,1.66,0,0.38,4,Trelawney,4,1
Ginny,2,6,4,3,16,0.4,4,0.16,3,Sprout,3,10
Ginny,6,6,4,3,16,0.33,4,0.16,3,Sprout,3,6
Sedric,42,12,12,2,26,2.68,18,0.62,4,Mcgonagall,4,2
Ron,3,4,27,1,51,0.42,47,0.51,2,Trelawney,2,1
Fred,19,4,4,2,13,0.32,16,0.45,4,Lupin,2,10
Ginny,3,4,9,3,21,0.65,9,0.21,3,Trelawney,2,9
Goyle,30,6,4,2,21,0.75,0,0.37,4,Trelawney,3,7
Harry,47,2,10,0,21,0.0,20,0.71,0,Trelawney,2,4
Harry,0,6,6,0,17,0.0,16,0.17,0,Snape,2,1
Draco,17,9,10,2,22,1.19,0,0.22,4,Mcgonagall,3,5
Ron,1,3,22,1,46,0.25,42,0.46,2,Mcgonagall,1,3
George,45,4,4,2,32,1.76,16,0.64,4,Mcgonagall,2,3
Fred,26,3,18,2,27,0.61,2,0.31,4,Hagrid,1,3
Sedric,37,1,29,2,43,0.0,1,0.45,4,Lupin,1,7
Goyle,36,4,4,2,21,1.66,0,0.37,4,Trelawney,4,1
Crabbe,22,2,0,2,27,0.48,0,0.27,4,Hagrid,1,5
Harry,43,3,2,0,13,0.0,12,0.63,0,Lupin,3,8
Crabbe,19,9,6,2,33,1.1,0,0.27,4,Trelawney,3,8
Sedric,41,12,5,2,19,2.29,25,0.69,4,Snape,4,3
Goyle,32,4,10,2,27,1.51,0,0.37,4,Hagrid,2,5
Harry,45,4,10,0,21,0.0,20,0.71,0,Trelawney,2,6
Harry,48,12,2,0,13,0.0,12,0.63,0,Lupin,4,3
Sedric,34,6,13,2,27,1.68,17,0.61,4,Hagrid,3,10
Goyle,32,2,26,2,43,0.0,0,0.37,4,Lupin,1,5
Ginny,10,3,9,3,21,0.4,9,0.21,3,Trelawney,1,2
George,42,6,0,2,28,1.16,20,0.68,4,Dumbledore,2,6
Draco,14,3,26,2,38,0.88,16,0.38,4,Sprout,1,8
Crabbe,24,4,0,2,27,0.33,0,0.27,4,Dumbledore,2,3
George,47,6,29,2,57,2.72,9,0.57,4,Hagrid,2,1
Harry,42,12,2,0,13,0.0,12,0.63,0,Lupin,4,9
Hermiona,34,1,23,2,0,0.0,0,0.38,4,Trelawney,1,4
Crabbe,20,2,14,2,41,0.0,0,0.27,4,Lupin,1,7
Goyle,36,4,0,2,17,1.79,0,0.37,4,Dumbledore,4,1
Sedric,43,3,5,2,19,1.72,25,0.69,4,Snape,3,1
Ron,47,4,22,1,46,0.96,42,0.96,2,Mcgonagall,2,7
Sedric,43,8,5,2,19,2.39,25,0.69,4,Snape,4,1
Goyle,28,12,4,2,21,0.89,0,0.37,4,Trelawney,4,9
Draco,18,3,15,2,27,0.73,5,0.27,4,Hagrid,3,4
Crabbe,26,2,6,2,33,0.44,0,0.27,4,Trelawney,2,1
Crabbe,22,6,11,2,38,1.18,0,0.27,4,Sprout,3,5
George,46,9,4,2,32,1.79,16,0.64,4,Mcgonagall,3,2
Ron,45,4,3,1,27,1.19,23,0.77,2,Hagrid,4,9
Harry,41,9,16,0,27,0.0,26,0.77,0,Hagrid,3,10
Draco,19,4,3,2,15,0.79,7,0.29,4,Snape,2,3
Goyle,28,4,10,2,27,1.89,0,0.37,4,Hagrid,4,9
Sedric,34,9,5,2,19,1.4,25,0.69,4,Snape,3,10
Draco,14,6,9,2,21,0.51,1,0.23,4,Trelawney,3,8
Fred,21,6,4,2,13,0.9,16,0.45,4,Lupin,2,8
Sedric,36,4,0,2,14,1.5,30,0.74,4,Dumbledore,4,8
Hermiona,32,3,15,2,0,1.03,0,0.38,4,Lupin,3,6
Fred,26,6,12,2,21,1.36,8,0.37,4,Trelawney,3,3
Hermiona,28,3,29,2,0,2.5,0,0.38,4,Hagrid,3,10
Fred,24,12,0,2,9,1.0,20,0.49,4,Dumbledore,4,5
Fred,20,6,7,2,16,1.19,13,0.42,4,Mcgonagall,3,9
Fred,20,1,4,2,13,0.33,16,0.45,4,Lupin,1,9
Ron,0,2,0,1,24,0.0,20,0.24,2,Dumbledore,2,4
Crabbe,19,3,0,2,27,0.0,0,0.27,4,Hagrid,1,8
Sedric,35,6,29,2,43,0.89,1,0.45,4,Lupin,2,9
Fred,26,1,0,2,9,0.0,20,0.49,4,Dumbledore,1,3
Ginny,10,1,4,3,16,0.0,4,0.16,3,Sprout,1,2
Ron,45,2,19,1,43,0.44,39,0.93,2,Lupin,1,9
Harry,43,3,16,0,27,0.0,26,0.77,0,Hagrid,1,8
Draco,12,2,3,2,15,0.42,7,0.29,4,Snape,2,10
George,39,6,23,2,51,1.36,3,0.51,4,Trelawney,3,9
Sedric,40,6,0,2,14,1.43,30,0.74,4,Dumbledore,3,4
Fred,26,4,0,2,9,0.36,20,0.49,4,Snape,2,3
George,41,4,15,2,43,2.33,5,0.53,4,Lupin,4,7
Goyle,27,8,4,2,21,0.86,0,0.37,4,Trelawney,4,10
Hermiona,33,3,26,2,0,1.3,0,0.38,4,Mcgonagall,3,5
George,38,2,4,2,32,0.92,16,0.64,4,Mcgonagall,1,10
Ron,46,4,19,1,43,0.45,39,0.93,2,Lupin,2,8
Ron,1,8,3,1,27,0.1,23,0.27,2,Hagrid,4,3
Ron,46,4,3,1,27,0.68,23,0.77,2,Hagrid,2,8
Sedric,38,2,7,2,21,1.25,23,0.67,4,Trelawney,2,6
Crabbe,19,3,6,2,33,0.9,0,0.27,4,Trelawney,3,8
Hermiona,31,6,0,2,0,0.43,0,0.38,4,Dumbledore,2,7
Crabbe,24,4,25,2,52,2.44,0,0.27,4,Mcgonagall,4,3
Ron,2,1,3,1,27,0.03,23,0.27,2,Hagrid,1,2
Goyle,30,2,4,2,21,0.75,0,0.37,4,Trelawney,1,7
Ginny,11,3,15,3,27,0.0,15,0.27,3,Hagrid,1,1
Sedric,37,2,13,2,27,0.0,17,0.61,4,Hagrid,1,7
Ron,1,4,15,1,39,0.4,35,0.39,2,Snape,4,3
Hermiona,28,9,18,2,0,1.01,0,0.38,4,Sprout,3,10
Ginny,4,9,20,3,32,1.58,20,0.32,3,Mcgonagall,3,8
Draco,21,2,0,2,12,0.0,10,0.32,4,Dumbledore,1,1
Hermiona,29,3,15,2,0,0.0,0,0.38,4,Lupin,1,9
Crabbe,20,4,14,2,41,0.94,0,0.27,4,Lupin,2,7
Harry,44,4,2,0,13,0.0,12,0.63,0,Lupin,4,7
Fred,25,8,0,2,9,1.24,20,0.49,4,Dumbledore,4,4
Sedric,41,1,13,2,27,0.0,17,0.61,4,Hagrid,1,3
Ginny,7,3,4,3,16,0.36,4,0.16,3,Sprout,3,5
Goyle,32,8,26,2,43,2.41,0,0.37,4,Lupin,4,5
Sedric,40,3,0,2,14,0.0,30,0.74,4,Dumbledore,1,4
Crabbe,24,2,25,2,52,1.76,0,0.27,4,Mcgonagall,2,3
Ron,2,12,3,1,27,0.12,23,0.27,2,Hagrid,4,2
Sedric,43,4,7,2,21,1.79,23,0.67,4,Trelawney,2,1
Ron,49,3,22,1,46,0.78,42,0.96,2,Mcgonagall,1,5
Goyle,34,2,15,2,32,0.68,0,0.37,4,Mcgonagall,1,3
Harry,41,6,0,0,11,0.0,10,0.61,0,Dumbledore,2,10
Crabbe,18,4,0,2,27,0.89,0,0.27,4,Hagrid,4,9
George,44,4,11,2,39,1.52,9,0.57,4,Snape,4,4
Goyle,36,8,22,2,39,1.61,0,0.37,4,Snape,4,1
Draco,19,6,9,2,21,0.62,1,0.23,4,Trelawney,3,3
Goyle,35,4,4,2,21,1.08,0,0.37,4,Trelawney,2,2
Harry,47,6,6,0,17,0.0,16,0.67,0,Snape,2,4
Crabbe,19,4,0,2,27,0.68,0,0.27,4,Hagrid,2,8
George,45,9,15,2,43,2.64,5,0.53,4,Lupin,3,3
Hermiona,36,3,29,2,0,0.9,0,0.38,4,Hagrid,1,2
Ron,3,4,22,1,46,0.62,42,0.46,2,Sprout,4,1
Goyle,35,4,22,2,39,2.83,0,0.37,4,Snape,4,2
George,46,9,23,2,51,3.03,3,0.51,4,Trelawney,3,2
Ron,48,3,3,1,27,1.12,23,0.77,2,Hagrid,3,6
Draco,17,12,3,2,15,0.55,7,0.29,4,Snape,4,5
Draco,15,2,1,2,13,0.57,9,0.31,4,Lupin,2,7
Ron,46,12,0,1,24,0.96,20,0.74,2,Dumbledore,4,8
Crabbe,22,2,18,2,45,0.55,0,0.27,4,Snape,1,5
Harry,0,4,9,0,20,0.0,19,0.2,0,Mcgonagall,4,1
Ron,1,6,0,1,24,0.01,20,0.24,2,Dumbledore,2,3
Draco,13,6,0,2,12,0.18,10,0.32,4,Dumbledore,2,9
Fred,21,4,7,2,16,0.78,13,0.42,4,Mcgonagall,2,8
Harry,46,3,16,0,27,0.0,26,0.77,0,Hagrid,3,5
Ron,48,6,22,1,46,0.49,42,0.96,2,Mcgonagall,2,6
George,39,8,4,2,32,2.14,16,0.64,4,Mcgonagall,4,9
George,42,6,18,2,46,1.32,2,0.5,4,Sprout,3,6
Crabbe,26,12,0,2,27,0.72,0,0.27,4,Hagrid,4,1
Crabbe,18,4,18,2,45,1.5,0,0.27,4,Snape,4,9
Ginny,3,4,20,3,32,0.96,20,0.32,3,Mcgonagall,2,9
Hermiona,32,4,26,2,0,2.08,0,0.38,4,Mcgonagall,2,6
Goyle,36,2,26,2,43,2.22,0,0.37,4,Lupin,2,1
Hermiona,28,2,26,2,0,1.94,0,0.38,4,Mcgonagall,2,10
Ginny,2,12,15,3,27,0.71,15,0.27,3,Hagrid,4,10
Crabbe,17,1,0,2,27,0.37,0,0.27,4,Dumbledore,1,10
Hermiona,28,2,19,2,0,0.0,0,0.38,4,Snape,1,10
Ginny,9,9,20,3,32,0.96,20,0.32,3,Mcgonagall,3,3
Sedric,40,8,7,2,21,1.3,23,0.67,4,Trelawney,4,4
Goyle,28,8,22,2,39,2.08,0,0.37,4,Snape,4,9
Crabbe,17,2,0,2,27,0.61,0,0.27,4,Dumbledore,2,10
Harry,45,3,16,0,27,0.0,26,0.77,0,Hagrid,1,6
George,45,1,15,2,43,1.32,5,0.53,4,Lupin,1,3
Fred,28,3,12,2,21,0.0,8,0.37,4,Trelawney,1,1
Harry,43,3,10,0,21,0.0,20,0.71,0,Trelawney,1,8
Hermiona,35,4,19,2,0,1.5,0,0.38,4,Snape,2,3
Sedric,41,2,12,2,26,1.9,18,0.62,4,Mcgonagall,2,3
Goyle,32,4,10,2,27,1.75,0,0.37,4,Hagrid,4,5
Hermiona,35,2,15,2,0,1.79,0,0.38,4,Lupin,2,3
Goyle,30,3,15,2,32,0.99,0,0.37,4,Mcgonagall,1,7
Ron,2,2,0,1,24,0.01,20,0.24,2,Dumbledore,2,2
Harry,41,12,6,0,17,0.0,16,0.67,0,Snape,4,10
Hermiona,29,6,29,2,0,0.8,0,0.38,4,Hagrid,2,9
Sedric,37,8,7,2,21,2.19,23,0.67,4,Trelawney,4,7
George,47,6,4,2,32,1.83,16,0.64,4,Mcgonagall,3,1
Crabbe,23,12,25,2,52,1.33,0,0.27,4,Mcgonagall,4,4
Crabbe,17,6,0,2,27,0.61,0,0.27,4,Hagrid,2,10
Draco,17,8,26,2,38,2.14,16,0.38,4,Sprout,4,5
George,39,2,0,2,28,0.0,20,0.68,4,Dumbledore,1,9
Fred,26,4,23,2,32,1.36,3,0.32,4,Sprout,2,3
Sedric,35,3,12,2,26,2.07,18,0.62,4,Mcgonagall,3,9
Sedric,36,1,13,2,27,0.0,17,0.61,4,Hagrid,1,8
George,47,2,0,2,28,0.65,20,0.68,4,Dumbledore,2,1
Fred,24,6,23,2,32,1.3,3,0.32,4,Sprout,2,5
Hermiona,28,1,0,2,0,0.0,0,0.38,4,Dumbledore,1,10
Goyle,28,4,29,2,46,2.04,0,0.37,4,Sprout,2,9
Crabbe,24,1,18,2,45,0.58,0,0.27,4,Snape,1,3
Ron,46,2,22,1,46,1.22,42,0.96,2,Mcgonagall,2,8
Sedric,40,3,12,2,26,0.0,18,0.62,4,Mcgonagall,1,4
Crabbe,24,2,11,2,38,0.0,0,0.27,4,Sprout,1,3
Fred,27,8,7,2,16,1.69,13,0.42,4,Mcgonagall,4,2
Ron,2,9,22,1,46,0.43,42,0.46,2,Sprout,3,2
Ginny,6,2,0,3,12,0.12,0,0.12,3,Dumbledore,2,6
Fred,24,3,23,2,32,2.07,3,0.32,4,Sprout,3,5
Ginny,10,3,20,3,32,1.98,20,0.32,3,Mcgonagall,3,2
Ginny,11,9,9,3,21,1.32,9,0.21,3,Trelawney,3,1
Harry,0,3,2,0,13,0.0,12,0.13,0,Lupin,1,1
Fred,28,6,4,2,13,1.15,16,0.45,4,Lupin,2,1
Sedric,38,2,0,2,14,0.53,30,0.74,4,Dumbledore,1,6
Harry,49,12,6,0,17,0.0,16,0.67,0,Snape,4,2
Ginny,4,6,4,3,16,0.26,4,0.16,3,Sprout,3,8
Fred,23,8,7,2,16,1.25,13,0.42,4,Mcgonagall,4,6
Fred,22,3,7,2,16,0.64,13,0.42,4,Mcgonagall,3,7
Crabbe,20,2,11,2,38,0.0,0,0.27,4,Sprout,1,7
Hermiona,32,6,26,2,0,1.61,0,0.38,4,Mcgonagall,2,6
Ron,0,2,22,1,46,0.15,42,0.46,2,Mcgonagall,1,4
Hermiona,33,2,26,2,0,0.0,0,0.38,4,Mcgonagall,1,5
Harry,48,1,16,0,27,0.0,26,0.77,0,Hagrid,1,3
Hermiona,30,9,19,2,0,2.15,0,0.38,4,Snape,3,8
Draco,20,3,26,2,38,1.01,16,0.38,4,Sprout,3,2
Draco,19,1,3,2,15,0.48,7,0.29,4,Snape,1,3
Ron,0,4,19,1,43,0.13,39,0.43,2,Lupin,2,4
Draco,13,6,3,2,15,0.35,7,0.29,4,Snape,3,9
Goyle,29,8,4,2,21,1.64,0,0.37,4,Trelawney,4,8
George,41,4,4,2,32,2.24,16,0.64,4,Mcgonagall,4,7
Goyle,28,12,0,2,17,1.16,0,0.37,4,Dumbledore,4,9
Ron,48,3,22,1,46,0.77,42,0.96,2,Mcgonagall,1,6
Draco,19,6,1,2,13,0.88,9,0.31,4,Lupin,3,3
Harry,45,4,9,0,20,0.0,19,0.7,0,Mcgonagall,2,6
Ron,0,6,22,1,46,0.3,42,0.46,2,Mcgonagall,2,4
Goyle,30,6,29,2,46,2.11,0,0.37,4,Sprout,2,7
Harry,44,1,6,0,17,0.0,16,0.67,0,Snape,1,7
Ron,44,8,0,1,24,0.91,20,0.74,2,Dumbledore,4,10
Crabbe,19,4,11,2,38,1.08,0,0.27,4,Sprout,2,8
Fred,22,9,7,2,16,1.27,13,0.42,4,Mcgonagall,3,7
Goyle,30,9,15,2,32,1.98,0,0.37,4,Mcgonagall,3,7
Crabbe,26,1,0,2,27,0.0,0,0.27,4,Dumbledore,1,1
George,39,4,11,2,39,1.79,9,0.57,4,Snape,2,9
Hermiona,32,4,19,2,0,0.71,0,0.38,4,Snape,2,6
Ginny,6,6,0,3,12,0.25,0,0.12,3,Dumbledore,2,6
Sedric,41,3,0,2,14,1.47,30,0.74,4,Dumbledore,3,3
George,45,3,11,2,39,1.23,9,0.57,4,Snape,3,3
Hermiona,34,12,29,2,0,2.62,0,0.38,4,Hagrid,4,4
Ron,3,3,15,1,39,0.0,35,0.39,2,Snape,1,1
Ron,0,1,22,1,46,0.24,42,0.46,2,Sprout,1,4
Hermiona,33,4,23,2,0,2.78,0,0.38,4,Trelawney,4,5
Ron,2,2,22,1,46,0.17,42,0.46,2,Mcgonagall,2,2
Ginny,10,4,1,3,13,0.23,1,0.13,3,Lupin,2,2
Hermiona,33,12,15,2,0,2.0,0,0.38,4,Lupin,4,5
George,47,12,15,2,43,1.72,5,0.53,4,Lupin,4,1
Hermiona,28,4,19,2,0,2.34,0,0.38,4,Snape,4,10
Goyle,34,4,4,2,21,0.53,0,0.37,4,Trelawney,2,3
Fred,24,4,4,2,13,0.78,16,0.45,4,Lupin,2,5
Sedric,41,1,28,2,42,0.0,2,0.46,4,Sprout,1,3
Harry,44,4,16,0,27,0.0,26,0.77,0,Hagrid,2,7
Sedric,39,2,12,2,26,0.71,18,0.62,4,Mcgonagall,1,5
Fred,25,4,4,2,13,1.21,16,0.45,4,Lupin,4,4
Ron,44,2,22,1,46,0.91,42,0.96,2,Mcgonagall,2,10
Harry,48,4,6,0,17,0.0,16,0.67,0,Snape,4,3
Sedric,40,4,5,2,19,1.87,25,0.69,4,Snape,4,4
George,42,1,4,2,32,0.0,16,0.64,4,Mcgonagall,1,6
Hermiona,28,6,19,2,0,1.68,0,0.38,4,Snape,3,10
Draco,17,1,15,2,27,0.0,5,0.27,4,Hagrid,1,5
George,42,3,0,2,28,0.92,20,0.68,4,Dumbledore,1,6
Harry,0,9,9,0,20,0.0,19,0.2,0,Mcgonagall,3,1
Crabbe,17,6,0,2,27,0.24,0,0.27,4,Dumbledore,2,10
George,45,6,18,2,46,2.77,2,0.5,4,Sprout,3,3
Ron,46,4,22,1,46,0.94,42,0.96,2,Mcgonagall,4,8
Sedric,43,3,7,2,21,1.79,23,0.67,4,Trelawney,3,1
Goyle,35,3,15,2,32,2.2,0,0.37,4,Mcgonagall,3,2
Ron,45,2,22,1,46,0.93,42,0.96,2,Sprout,2,9
George,46,4,0,2,28,1.91,20,0.68,4,Dumbledore,4,2
George,39,2,29,2,57,0.94,9,0.57,4,Hagrid,1,9
Fred,21,3,0,2,9,0.46,20,0.49,4,Snape,3,8
Fred,23,9,7,2,16,0.66,13,0.42,4,Mcgonagall,3,6
George,39,1,15,2,43,1.19,5,0.53,4,Lupin,1,9
Hermiona,30,6,0,2,0,0.83,0,0.38,4,Dumbledore,2,8
Harry,0,12,9,0,20,0.0,19,0.2,0,Mcgonagall,4,1
Harry,48,8,9,0,20,0.0,19,0.7,0,Mcgonagall,4,3
Ginny,5,6,20,3,32,0.82,20,0.32,3,Mcgonagall,3,7
George,38,12,0,2,28,1.05,20,0.68,4,Dumbledore,4,10
George,38,6,4,2,32,1.85,16,0.64,4,Mcgonagall,3,10
Harry,49,9,25,0,36,0.0,35,0.86,0,Sprout,3,2
Goyle,36,3,4,2,21,0.88,0,0.37,4,Trelawney,1,1
Goyle,28,8,29,2,46,1.58,0,0.37,4,Sprout,4,9
Ginny,11,1,15,3,27,0.86,15,0.27,3,Hagrid,1,1
Crabbe,24,4,0,2,27,0.67,0,0.27,4,Hagrid,2,3
Sedric,38,1,29,2,43,0.93,1,0.45,4,Lupin,1,6
Ginny,9,2,4,3,16,0.54,4,0.16,3,Sprout,2,3
George,38,2,11,2,39,1.76,9,0.57,4,Snape,2,10
Ron,3,3,22,1,46,0.0,42,0.46,2,Mcgonagall,1,1
Sedric,38,8,13,2,27,1.41,17,0.61,4,Hagrid,4,6
George,40,6,0,2,28,1.43,20,0.68,4,Dumbledore,2,8
George,43,6,0,2,28,0.94,20,0.68,4,Dumbledore,3,5
Goyle,33,2,26,2,43,2.11,0,0.37,4,Lupin,2,4
Ginny,4,2,1,3,13,0.1,1,0.13,3,Lupin,1,8
Ginny,10,12,1,3,13,0.82,1,0.13,3,Lupin,4,2
Goyle,29,6,0,2,17,1.04,0,0.37,4,Dumbledore,3,8
Fred,22,3,12,2,21,0.0,8,0.37,4,Trelawney,1,7
Ginny,3,6,27,3,39,1.61,27,0.39,3,Snape,3,9
Sedric,43,4,7,2,21,2.08,23,0.67,4,Trelawney,4,1
Hermiona,35,1,23,2,0,1.27,0,0.38,4,Trelawney,1,3
Goyle,31,4,10,2,27,1.14,0,0.37,4,Hagrid,4,6
Draco,13,6,10,2,22,1.01,0,0.22,4,Mcgonagall,3,9
Ginny,10,9,9,3,21,0.63,9,0.21,3,Trelawney,3,2
Draco,12,4,9,2,21,0.87,1,0.23,4,Trelawney,4,10
Ginny,6,6,15,3,27,0.44,15,0.27,3,Hagrid,2,6
Goyle,36,4,4,2,21,0.55,0,0.37,4,Trelawney,2,1
Sedric,37,6,5,2,19,1.16,25,0.69,4,Snape,2,7
Goyle,31,6,0,2,17,1.11,0,0.37,4,Dumbledore,3,6
Sedric,42,3,0,2,14,0.0,30,0.74,4,Dumbledore,1,2
Hermiona,31,4,26,2,0,1.58,0,0.38,4,Mcgonagall,2,7
Draco,19,4,1,2,13,0.83,9,0.31,4,Lupin,4,3
Goyle,30,2,15,2,32,1.61,0,0.37,4,Mcgonagall,2,7
Harry,48,9,0,0,11,0.0,10,0.61,0,Dumbledore,3,3
Sedric,34,6,29,2,43,2.26,1,0.45,4,Lupin,3,10
Crabbe,24,12,6,2,33,0.83,0,0.27,4,Trelawney,4,3
George,39,4,11,2,39,1.39,9,0.57,4,Snape,2,9
Harry,48,6,10,0,21,0.0,20,0.71,0,Trelawney,3,3
Hermiona,29,8,29,2,0,2.88,0,0.38,4,Hagrid,4,9
Ron,48,8,22,1,46,1.74,42,0.96,2,Mcgonagall,4,6
Goyle,29,3,10,2,27,0.86,0,0.37,4,Hagrid,1,8
Draco,15,3,0,2,12,0.21,10,0.32,4,Dumbledore,1,7
Harry,48,8,2,0,13,0.0,12,0.63,0,Lupin,4,3
Ron,49,6,3,1,27,0.72,23,0.77,2,Hagrid,2,5
Crabbe,22,4,18,2,45,0.55,0,0.27,4,Snape,2,5
Draco,21,12,1,2,13,1.09,9,0.31,4,Lupin,4,1
Crabbe,26,8,18,2,45,2.19,0,0.27,4,Snape,4,1
Harry,43,6,10,0,21,0.0,20,0.71,0,Trelawney,3,8
Hermiona,28,6,19,2,0,1.68,0,0.38,4,Snape,3,10
Hermiona,35,3,0,2,0,0.0,0,0.38,4,Dumbledore,1,3
Ron,45,2,19,1,43,0.7,39,0.93,2,Lupin,1,9
Ron,47,4,3,1,27,1.24,23,0.77,2,Hagrid,4,7
Ginny,4,6,9,3,21,0.27,9,0.21,3,Trelawney,2,8
Fred,24,2,0,2,9,0.86,20,0.49,4,Dumbledore,2,5
George,42,2,4,2,32,1.65,16,0.64,4,Mcgonagall,2,6
Hermiona,32,3,23,2,0,0.0,0,0.38,4,Trelawney,1,6
Harry,43,1,0,0,11,0.0,10,0.61,0,Dumbledore,1,8
Draco,12,1,26,2,38,0.53,16,0.38,4,Sprout,1,10
Sedric,39,8,13,2,27,1.44,17,0.61,4,Hagrid,4,5
George,41,8,15,2,43,1.55,5,0.53,4,Lupin,4,7
Ginny,6,6,0,3,12,0.2,0,0.12,3,Dumbledore,3,6
Draco,14,8,3,2,15,0.71,7,0.29,4,Snape,4,8
Hermiona,35,4,15,2,0,1.79,0,0.38,4,Lupin,2,3
Hermiona,35,9,19,2,0,1.94,0,0.38,4,Snape,3,3
Sedric,37,2,13,2,27,1.1,17,0.61,4,Hagrid,1,7
Draco,21,1,26,2,38,1.03,16,0.38,4,Sprout,1,1
Crabbe,19,12,11,2,38,1.25,0,0.27,4,Sprout,4,8
Crabbe,20,9,14,2,41,1.49,0,0.27,4,Lupin,3,7
